"idno","district","gndr","agea","edu","wkhtot","income","stfdem","stfeco","trstprl","trstprt","trstplt","trstlgl","lrscale"
10287,"Distrikt 1","male",50,"ES-ISCED IV",41,"8th decile",5,7,5,6,2,6,7
10288,"Distrikt 1","male",60,"ES-ISCED III",38,"6th decile",7,7,5,8,5,6,4
10289,"Distrikt 1","female",60,"ES-ISCED III",23,"5th decile",4,3,6,6,5,6,8
10290,"Distrikt 1","male",47,"ES-ISCED V",31,"9th decile",7,5,6,8,7,7,5
10291,"Distrikt 1","male",42,"ES-ISCED V",33,"9th decile",10,8,6,5,8,5,6
10292,"Distrikt 1","female",66,"ES-ISCED V",32,"6th decile",3,4,2,0,4,7,4
10293,"Distrikt 1","male",43,"ES-ISCED V",25,"9th decile",6,6,6,5,6,3,5
10294,"Distrikt 1","male",52,"ES-ISCED II",20,"7th decile",2,4,5,6,4,7,4
10295,"Distrikt 1","female",67,"ES-ISCED III",34,"4th decile",4,4,9,5,4,8,8
10296,"Distrikt 1","male",51,"ES-ISCED III",39,"6th decile",10,9,4,3,5,2,10
10297,"Distrikt 1","female",61,"ES-ISCED III",31,"5th decile",6,6,4,5,4,5,3
10298,"Distrikt 1","male",55,"ES-ISCED III",33,"6th decile",4,7,6,4,5,7,5
10299,"Distrikt 1","female",45,"ES-ISCED III",29,"5th decile",4,6,7,3,6,2,5
10300,"Distrikt 1","female",64,"ES-ISCED IV",35,"5th decile",2,3,6,5,3,7,7
10301,"Distrikt 1","female",30,NA,33,"6th decile",4,3,1,3,7,2,4
10302,"Distrikt 1","male",51,"ES-ISCED IV",39,"6th decile",4,3,4,6,5,9,6
10303,"Distrikt 1","male",40,"ES-ISCED V",34,"9th decile",6,5,0,7,4,1,5
10304,"Distrikt 1","male",49,"ES-ISCED IV",22,"8th decile",6,4,4,6,7,2,2
10305,"Distrikt 1","female",51,"ES-ISCED V",18,"7th decile",8,8,NA,1,4,2,6
10306,"Distrikt 1","male",37,"ES-ISCED IV",33,"7th decile",6,7,4,5,4,2,3
10307,"Distrikt 1","male",49,"ES-ISCED IV",22,"7th decile",6,5,4,4,6,8,4
10308,"Distrikt 1","male",60,"ES-ISCED IV",36,"7th decile",7,7,4,4,2,3,6
10309,"Distrikt 1","male",49,"ES-ISCED IV",27,"9th decile",5,6,3,6,6,4,3
10310,"Distrikt 1","male",60,"ES-ISCED IV",35,"8th decile",5,5,4,3,5,5,6
10311,"Distrikt 1","female",67,"ES-ISCED IV",32,"5th decile",7,6,5,3,3,3,3
10312,"Distrikt 1","male",50,"ES-ISCED IV",48,"6th decile",3,5,6,8,7,6,3
10313,"Distrikt 1","male",21,NA,29,"9th decile",2,4,4,5,4,4,9
10314,"Distrikt 1","female",59,"ES-ISCED V",34,"7th decile",6,4,6,6,3,5,6
10315,"Distrikt 1","male",60,"ES-ISCED IV",34,"8th decile",5,5,2,6,3,4,4
10316,"Distrikt 1","male",49,"ES-ISCED IV",29,"7th decile",8,6,2,5,7,9,5
10317,"Distrikt 1","female",56,"ES-ISCED IV",42,"5th decile",4,4,2,6,3,4,3
10318,"Distrikt 1","male",39,"ES-ISCED IV",38,"7th decile",4,5,7,4,6,6,7
10319,"Distrikt 1","male",67,"ES-ISCED III",38,"6th decile",5,5,3,4,4,3,6
10320,"Distrikt 1","female",38,"ES-ISCED V",45,"6th decile",5,7,4,6,6,7,4
10321,"Distrikt 1","female",52,"ES-ISCED III",22,"5th decile",8,7,2,3,5,2,7
10322,"Distrikt 1","male",51,"ES-ISCED IV",41,"9th decile",6,4,4,7,4,3,7
10323,"Distrikt 1","female",71,"ES-ISCED III",32,"4th decile",9,7,5,9,5,4,8
10324,"Distrikt 1","female",48,"ES-ISCED IV",19,"6th decile",5,5,NA,6,4,6,4
10325,"Distrikt 1","female",62,"ES-ISCED III",29,"3rd decile",5,4,6,7,2,5,7
10326,"Distrikt 1","male",66,"ES-ISCED III",26,"5th decile",5,4,2,4,3,4,7
10327,"Distrikt 1","male",53,"ES-ISCED III",36,"5th decile",1,4,3,5,4,7,2
10328,"Distrikt 1","female",46,"ES-ISCED V",29,"7th decile",8,6,5,4,7,3,4
10329,"Distrikt 1","male",43,"ES-ISCED IV",23,"8th decile",6,5,4,7,5,6,4
10330,"Distrikt 1","female",38,"ES-ISCED V",34,"5th decile",3,6,2,2,2,6,2
10331,"Distrikt 1","female",62,"ES-ISCED IV",40,"6th decile",9,7,0,1,3,4,5
10332,"Distrikt 1","male",65,"ES-ISCED III",29,"7th decile",5,4,5,9,3,4,4
10333,"Distrikt 1","male",70,"ES-ISCED III",33,"8th decile",4,5,6,4,6,5,7
10334,"Distrikt 1","female",61,"ES-ISCED III",38,"3rd decile",5,4,3,3,5,6,6
10335,"Distrikt 1","male",61,"ES-ISCED II",11,"7th decile",3,1,7,8,7,5,5
10336,"Distrikt 1","female",61,"ES-ISCED IV",40,"6th decile",3,3,2,5,6,1,6
10337,"Distrikt 1","female",57,NA,32,"7th decile",3,2,2,2,4,5,6
10338,"Distrikt 1","male",50,"ES-ISCED V",33,"8th decile",9,7,6,4,6,6,6
10339,"Distrikt 1","female",34,"ES-ISCED IV",32,"5th decile",7,6,6,7,3,7,5
10340,"Distrikt 1","female",56,"ES-ISCED III",33,"3rd decile",2,1,4,5,6,4,5
10341,"Distrikt 1","male",45,"ES-ISCED III",20,"7th decile",9,7,5,4,4,6,9
10342,"Distrikt 1","female",71,"ES-ISCED II",30,"4th decile",6,8,4,6,4,5,5
10343,"Distrikt 1","male",70,"ES-ISCED II",35,"5th decile",8,6,2,4,7,3,4
10344,"Distrikt 1","female",40,NA,34,"7th decile",8,5,6,5,4,5,4
10345,"Distrikt 1","female",82,"ES-ISCED II",35,"3rd decile",8,6,5,7,7,6,7
10346,"Distrikt 1","female",45,"ES-ISCED IV",36,"5th decile",2,7,0,4,3,5,2
10347,"Distrikt 1","male",63,"ES-ISCED II",48,"4th decile",5,5,4,7,7,5,5
10348,"Distrikt 1","male",50,"ES-ISCED IV",35,"8th decile",10,10,7,6,4,6,4
10349,"Distrikt 1","female",54,"ES-ISCED IV",13,"6th decile",5,4,6,6,5,2,5
10350,"Distrikt 1","male",52,"ES-ISCED IV",31,"8th decile",4,4,5,5,3,3,7
10351,"Distrikt 1","female",57,"ES-ISCED IV",32,"5th decile",7,6,5,6,3,5,4
10352,"Distrikt 1","male",44,"ES-ISCED V",31,"8th decile",5,4,6,6,5,4,8
10353,"Distrikt 1","female",64,"ES-ISCED IV",32,"7th decile",7,9,3,4,5,6,2
10354,"Distrikt 1","male",70,"ES-ISCED III",29,"6th decile",3,5,NA,1,4,1,4
10355,"Distrikt 1","female",53,"ES-ISCED IV",30,"4th decile",4,6,5,5,2,4,4
10356,"Distrikt 1","female",46,"ES-ISCED V",19,"8th decile",9,5,2,6,4,5,3
10357,"Distrikt 1","male",37,"ES-ISCED IV",45,"7th decile",7,8,3,3,6,5,3
10358,"Distrikt 1","female",67,"ES-ISCED III",30,"5th decile",2,4,2,6,5,4,5
10359,"Distrikt 1","male",50,"ES-ISCED IV",34,"7th decile",5,6,3,8,8,3,5
10360,"Distrikt 1","male",58,"ES-ISCED III",26,"6th decile",8,5,2,5,1,5,7
10361,"Distrikt 1","male",42,"ES-ISCED III",37,"6th decile",8,4,3,4,3,3,5
10362,"Distrikt 1","male",73,"ES-ISCED II",38,"6th decile",5,7,4,7,4,5,4
10363,"Distrikt 1","male",52,"ES-ISCED III",19,"6th decile",0,3,4,4,5,5,1
10364,"Distrikt 1","male",36,"ES-ISCED V",18,"9th decile",10,10,3,1,2,2,5
10365,"Distrikt 1","female",59,"ES-ISCED IV",40,"5th decile",4,5,5,6,5,6,2
10366,"Distrikt 1","female",49,"ES-ISCED V",11,"8th decile",6,5,0,2,6,3,6
10367,"Distrikt 1","male",66,"ES-ISCED II",31,"5th decile",6,6,4,9,6,7,7
10368,"Distrikt 1","male",54,"ES-ISCED III",37,"6th decile",3,6,5,4,6,7,4
10369,"Distrikt 1","male",66,"ES-ISCED II",43,"6th decile",5,6,3,9,9,3,2
10370,"Distrikt 1","male",45,"ES-ISCED III",26,"6th decile",2,3,3,8,7,9,5
10371,"Distrikt 1","female",33,NA,34,"7th decile",8,6,5,5,6,5,2
10372,"Distrikt 1","female",42,"ES-ISCED IV",15,"6th decile",3,4,7,6,5,5,6
10373,"Distrikt 1","female",58,"ES-ISCED IV",23,"5th decile",9,6,5,7,8,6,7
10374,"Distrikt 1","male",63,"ES-ISCED III",39,"6th decile",3,4,3,6,5,2,7
10375,"Distrikt 1","female",54,"ES-ISCED V",23,"7th decile",4,5,5,4,6,6,3
10376,"Distrikt 1","female",49,"ES-ISCED IV",33,"6th decile",1,3,4,5,7,5,4
10377,"Distrikt 1","male",51,"ES-ISCED III",29,"5th decile",7,5,6,4,5,3,6
10378,"Distrikt 1","female",38,"ES-ISCED V",29,"5th decile",2,5,5,4,2,7,6
10379,"Distrikt 1","male",67,"ES-ISCED IV",26,"7th decile",4,4,4,4,4,6,4
10380,"Distrikt 1","male",62,"ES-ISCED II",32,"6th decile",6,6,6,7,7,7,7
10381,"Distrikt 1","male",69,"ES-ISCED III",31,"7th decile",2,5,2,5,6,5,4
10382,"Distrikt 1","female",60,"ES-ISCED III",33,"5th decile",4,5,2,2,2,4,4
10383,"Distrikt 1","male",61,"ES-ISCED III",20,"6th decile",0,3,3,4,6,5,7
10384,"Distrikt 1","female",51,"ES-ISCED III",34,"4th decile",5,5,9,7,3,8,5
10385,"Distrikt 1","female",39,"ES-ISCED IV",27,"3rd decile",7,6,4,6,5,5,3
10386,"Distrikt 1","male",42,"ES-ISCED V",19,"10th decile",5,5,5,5,5,5,7
10387,"Distrikt 1","female",33,"ES-ISCED V",29,"6th decile",7,7,0,1,0,5,7
10388,"Distrikt 1","female",60,"ES-ISCED V",19,"7th decile",3,4,1,0,3,6,5
10389,"Distrikt 1","female",49,"ES-ISCED IV",22,"5th decile",2,3,7,NA,8,10,6
10390,"Distrikt 1","female",44,"ES-ISCED V",32,"6th decile",3,6,4,3,3,3,6
10391,"Distrikt 1","female",66,"ES-ISCED IV",42,"5th decile",5,7,3,3,2,5,7
10392,"Distrikt 1","female",52,"ES-ISCED III",26,"3rd decile",4,4,6,6,7,5,6
10393,"Distrikt 1","male",51,"ES-ISCED IV",53,"5th decile",1,3,2,3,4,2,4
10394,"Distrikt 1","male",45,"ES-ISCED IV",14,"7th decile",5,5,1,4,5,2,2
10395,"Distrikt 1","male",59,"ES-ISCED III",30,"7th decile",10,7,5,5,5,2,4
10396,"Distrikt 1","male",54,"ES-ISCED IV",31,"7th decile",9,5,9,7,6,4,5
10397,"Distrikt 1","female",76,"ES-ISCED IV",17,"6th decile",4,4,3,6,1,8,3
10398,"Distrikt 1","male",43,"ES-ISCED IV",36,"7th decile",0,2,2,5,5,1,3
10399,"Distrikt 1","female",63,"ES-ISCED III",37,"5th decile",7,6,4,5,6,6,8
10400,"Distrikt 1","female",48,"ES-ISCED IV",28,"5th decile",5,5,4,6,6,2,3
10401,"Distrikt 1","male",57,"ES-ISCED IV",20,"9th decile",9,8,6,7,7,6,7
10402,"Distrikt 1","female",68,"ES-ISCED II",24,"3rd decile",1,1,5,9,9,4,5
10403,"Distrikt 1","male",56,"ES-ISCED III",31,"6th decile",5,4,0,3,3,2,3
10404,"Distrikt 1","male",59,"ES-ISCED IV",21,"8th decile",2,4,0,3,4,NA,5
10405,"Distrikt 1","female",55,"ES-ISCED III",40,"3rd decile",0,4,7,3,5,5,6
10406,"Distrikt 1","female",41,"ES-ISCED V",36,"6th decile",5,4,4,5,6,8,3
10407,"Distrikt 1","male",51,"ES-ISCED II",16,"5th decile",4,5,3,7,6,2,7
10408,"Distrikt 1","female",47,"ES-ISCED III",28,"3rd decile",0,4,6,6,6,6,8
10409,"Distrikt 1","female",56,"ES-ISCED III",32,"3rd decile",4,3,2,5,8,3,4
10410,"Distrikt 1","female",60,"ES-ISCED IV",35,"6th decile",10,5,3,3,1,5,4
10411,"Distrikt 1","female",33,"ES-ISCED IV",31,"4th decile",3,4,5,5,5,5,6
10412,"Distrikt 1","male",70,"ES-ISCED II",29,"6th decile",3,4,8,6,5,7,6
10413,"Distrikt 1","male",68,"ES-ISCED IV",28,"7th decile",5,2,5,4,4,4,7
10414,"Distrikt 1","female",59,"ES-ISCED IV",16,"7th decile",7,6,3,7,6,5,5
10415,"Distrikt 1","male",64,"ES-ISCED III",26,"8th decile",4,6,3,6,5,7,7
10416,"Distrikt 1","male",56,"ES-ISCED IV",28,"8th decile",2,4,3,3,6,6,8
10417,"Distrikt 1","male",53,"ES-ISCED IV",40,"7th decile",7,6,3,5,4,4,5
10418,"Distrikt 1","male",53,"ES-ISCED V",41,"8th decile",8,7,2,3,6,1,5
10419,"Distrikt 1","female",57,"ES-ISCED IV",35,"5th decile",5,6,3,4,1,3,6
10420,"Distrikt 1","male",49,"ES-ISCED IV",38,"6th decile",5,4,5,5,2,4,4
10421,"Distrikt 1","male",59,"ES-ISCED II",27,"7th decile",4,4,5,5,6,3,6
10422,"Distrikt 1","male",43,"ES-ISCED IV",39,"8th decile",3,4,9,6,5,7,1
10423,"Distrikt 1","female",51,"ES-ISCED IV",24,"6th decile",9,9,5,1,5,4,5
10424,"Distrikt 1","female",47,"ES-ISCED IV",23,"6th decile",4,4,6,6,7,5,6
10425,"Distrikt 1","female",46,"ES-ISCED IV",28,"4th decile",5,6,3,6,6,3,7
10426,"Distrikt 1","female",44,"ES-ISCED IV",23,"5th decile",4,6,0,3,5,2,7
10427,"Distrikt 1","male",30,"ES-ISCED IV",28,"8th decile",6,7,9,7,5,6,3
10428,"Distrikt 1","female",47,"ES-ISCED V",24,"7th decile",5,5,0,5,5,2,3
10429,"Distrikt 1","male",48,"ES-ISCED V",18,"9th decile",7,6,0,2,5,4,7
10430,"Distrikt 1","male",54,"ES-ISCED IV",34,"7th decile",3,3,7,6,3,7,5
10431,"Distrikt 1","female",49,NA,24,"7th decile",4,4,6,5,4,4,6
10432,"Distrikt 1","male",41,"ES-ISCED III",20,"8th decile",7,10,6,5,2,6,3
10433,"Distrikt 1","male",59,"ES-ISCED II",37,"5th decile",3,6,5,5,4,6,2
10434,"Distrikt 1","male",41,"ES-ISCED III",40,"6th decile",2,6,9,7,7,2,5
10435,"Distrikt 1","female",27,NA,25,"6th decile",6,5,6,5,4,6,7
10436,"Distrikt 1","male",67,"ES-ISCED II",33,"5th decile",5,5,6,7,4,5,5
10437,"Distrikt 1","female",84,"ES-ISCED III",30,"3rd decile",4,5,1,1,4,6,4
10438,"Distrikt 1","female",52,"ES-ISCED IV",13,"6th decile",7,7,10,5,8,6,5
10439,"Distrikt 1","female",46,"ES-ISCED IV",28,"6th decile",2,3,3,5,9,4,4
10440,"Distrikt 1","female",77,"ES-ISCED II",37,"3rd decile",3,4,4,4,6,5,8
10441,"Distrikt 1","female",40,NA,26,"8th decile",6,6,3,4,4,6,1
10442,"Distrikt 1","male",56,"ES-ISCED III",30,"6th decile",4,4,3,4,4,5,5
10443,"Distrikt 1","female",52,"ES-ISCED V",34,"6th decile",5,6,3,7,5,7,6
10444,"Distrikt 1","female",67,"ES-ISCED III",40,"4th decile",2,5,3,5,7,6,5
10445,"Distrikt 1","female",43,"ES-ISCED IV",41,"4th decile",1,3,3,3,3,3,3
10446,"Distrikt 1","male",49,"ES-ISCED III",32,"5th decile",8,10,3,4,5,6,6
10447,"Distrikt 1","male",64,"ES-ISCED III",18,"6th decile",7,5,0,6,5,1,6
10448,"Distrikt 1","male",35,"ES-ISCED V",22,"8th decile",7,7,6,8,5,3,5
10449,"Distrikt 1","male",37,"ES-ISCED V",20,"8th decile",4,7,7,4,4,3,4
10450,"Distrikt 1","female",75,"ES-ISCED IV",30,"7th decile",1,6,3,5,5,7,9
10451,"Distrikt 1","female",42,"ES-ISCED V",36,"6th decile",7,6,2,5,1,3,3
10452,"Distrikt 1","male",54,"ES-ISCED III",38,"6th decile",8,7,6,5,5,5,4
10453,"Distrikt 1","female",31,"ES-ISCED V",38,"7th decile",2,5,6,6,7,7,2
10454,"Distrikt 1","female",36,NA,37,"7th decile",8,7,5,2,5,5,7
10455,"Distrikt 1","female",50,"ES-ISCED III",20,"4th decile",3,5,8,5,6,6,7
10456,"Distrikt 1","male",67,"ES-ISCED II",34,"4th decile",5,6,5,5,7,8,8
10457,"Distrikt 1","female",56,"ES-ISCED IV",47,"6th decile",5,7,4,3,3,6,3
10458,"Distrikt 1","female",56,"ES-ISCED IV",21,"6th decile",4,2,6,6,8,6,4
10459,"Distrikt 1","female",59,"ES-ISCED III",49,"4th decile",10,8,4,6,2,5,4
10460,"Distrikt 1","male",34,"ES-ISCED IV",34,"8th decile",2,7,5,3,4,7,5
10461,"Distrikt 1","male",53,"ES-ISCED III",28,"6th decile",0,1,3,3,4,4,4
10462,"Distrikt 1","male",53,"ES-ISCED III",41,"5th decile",2,4,8,4,3,6,5
10463,"Distrikt 1","female",62,"ES-ISCED IV",39,"5th decile",4,4,2,6,5,5,8
10464,"Distrikt 1","female",52,"ES-ISCED III",24,"5th decile",6,6,1,5,6,3,3
10465,"Distrikt 1","male",69,"ES-ISCED III",41,"7th decile",6,5,4,7,5,4,6
10466,"Distrikt 1","male",60,"ES-ISCED IV",34,"8th decile",8,10,4,5,5,7,4
10467,"Distrikt 1","male",43,"ES-ISCED IV",26,"8th decile",6,7,7,6,8,6,5
10468,"Distrikt 1","male",49,"ES-ISCED III",25,"6th decile",3,6,6,7,5,3,4
10469,"Distrikt 1","female",49,"ES-ISCED IV",29,"6th decile",5,5,6,8,8,7,5
10470,"Distrikt 1","female",34,"ES-ISCED IV",13,"6th decile",8,8,4,5,7,4,8
10471,"Distrikt 1","male",45,"ES-ISCED V",40,"8th decile",4,3,3,6,4,4,5
10472,"Distrikt 1","female",55,"ES-ISCED II",28,"2nd decile",5,7,4,2,2,6,4
10473,"Distrikt 1","male",46,"ES-ISCED IV",35,"9th decile",2,4,5,4,3,5,2
10474,"Distrikt 1","male",55,"ES-ISCED IV",34,"9th decile",9,8,6,5,3,4,4
10475,"Distrikt 1","male",60,"ES-ISCED III",27,"7th decile",10,7,4,6,3,8,7
10476,"Distrikt 1","male",57,"ES-ISCED IV",31,"8th decile",7,9,8,7,8,5,5
10477,"Distrikt 1","male",35,"ES-ISCED V",33,"8th decile",6,7,3,6,7,5,5
10478,"Distrikt 1","female",46,"ES-ISCED III",31,"5th decile",8,8,5,7,4,6,6
10479,"Distrikt 1","male",74,"ES-ISCED I",45,"3rd decile",0,3,5,5,6,4,7
10480,"Distrikt 1","female",36,"ES-ISCED V",18,"7th decile",5,3,2,5,5,3,2
10481,"Distrikt 1","male",57,"ES-ISCED II",33,"4th decile",5,6,2,4,8,6,4
10482,"Distrikt 1","male",57,"ES-ISCED IV",29,"8th decile",5,5,1,1,2,4,3
10483,"Distrikt 1","male",35,"ES-ISCED V",27,"9th decile",10,5,6,5,6,3,4
10484,"Distrikt 1","male",59,"ES-ISCED III",26,"7th decile",9,8,4,6,3,5,6
10485,"Distrikt 1","male",60,"ES-ISCED IV",27,"9th decile",7,6,3,4,2,3,6
10486,"Distrikt 1","male",64,"ES-ISCED IV",36,"7th decile",8,5,5,5,4,4,4
10487,"Distrikt 1","male",69,"ES-ISCED III",36,"6th decile",3,2,6,5,5,6,6
10488,"Distrikt 1","female",53,"ES-ISCED IV",34,"5th decile",7,8,2,1,0,3,6
10489,"Distrikt 1","male",56,"ES-ISCED IV",37,"8th decile",6,7,5,7,6,6,6
10490,"Distrikt 1","male",57,"ES-ISCED III",39,"7th decile",3,6,5,4,5,5,7
10491,"Distrikt 1","male",55,"ES-ISCED IV",33,"7th decile",6,5,3,3,4,0,4
10492,"Distrikt 1","male",60,"ES-ISCED III",42,"6th decile",6,5,7,6,2,8,2
10493,"Distrikt 1","male",40,"ES-ISCED IV",23,"8th decile",2,5,4,5,5,7,5
10494,"Distrikt 1","male",44,"ES-ISCED III",27,"8th decile",9,9,7,4,4,5,1
10495,"Distrikt 1","female",53,"ES-ISCED III",29,"4th decile",3,7,5,6,4,5,8
10496,"Distrikt 1","female",66,"ES-ISCED III",29,"4th decile",3,4,6,7,7,7,6
10497,"Distrikt 1","male",30,"ES-ISCED V",17,"7th decile",8,4,4,3,4,6,5
10498,"Distrikt 1","male",51,"ES-ISCED IV",40,"8th decile",6,6,5,2,4,4,6
10499,"Distrikt 1","female",56,"ES-ISCED IV",38,"6th decile",5,5,3,5,4,7,6
10500,"Distrikt 1","female",67,"ES-ISCED III",36,"5th decile",6,7,8,6,5,6,5
10501,"Distrikt 1","male",40,NA,32,"9th decile",3,6,7,2,7,7,5
10502,"Distrikt 1","male",52,"ES-ISCED III",15,"7th decile",5,6,4,4,5,7,3
10503,"Distrikt 1","male",78,"ES-ISCED II",29,"7th decile",8,7,7,6,4,5,5
10504,"Distrikt 1","female",45,"ES-ISCED V",30,"6th decile",3,5,3,3,0,6,5
10505,"Distrikt 1","female",43,"ES-ISCED IV",30,"4th decile",5,6,5,9,10,6,3
10506,"Distrikt 1","female",64,"ES-ISCED III",24,"4th decile",5,4,5,4,6,1,4
10507,"Distrikt 1","male",38,"ES-ISCED V",37,"9th decile",8,8,6,8,7,3,5
10508,"Distrikt 1","female",56,"ES-ISCED IV",27,"6th decile",3,5,4,6,5,5,9
10510,"Distrikt 1","male",51,"ES-ISCED IV",31,"8th decile",7,6,7,5,7,8,3
10511,"Distrikt 1","female",48,"ES-ISCED III",35,"3rd decile",4,5,3,5,3,5,6
10512,"Distrikt 1","male",47,"ES-ISCED IV",35,"8th decile",7,5,3,7,4,5,6
10513,"Distrikt 1","male",71,"ES-ISCED III",46,"7th decile",4,4,6,6,6,5,7
10514,"Distrikt 1","female",57,"ES-ISCED V",41,"6th decile",3,3,4,6,6,6,4
10515,"Distrikt 1","female",49,"ES-ISCED IV",23,"6th decile",3,4,4,7,7,7,6
10516,"Distrikt 1","male",61,"ES-ISCED III",33,"6th decile",6,6,4,2,2,3,6
10517,"Distrikt 1","female",58,"ES-ISCED III",23,"5th decile",8,10,6,3,5,5,4
10518,"Distrikt 1","male",44,"ES-ISCED IV",42,"7th decile",5,5,6,6,4,8,5
10519,"Distrikt 1","female",56,"ES-ISCED IV",31,"5th decile",8,6,3,4,3,7,5
10520,"Distrikt 1","female",58,"ES-ISCED III",26,"6th decile",8,8,0,7,9,2,3
10521,"Distrikt 1","female",59,"ES-ISCED IV",33,"5th decile",5,4,2,1,0,4,7
10522,"Distrikt 1","male",71,"ES-ISCED III",27,"6th decile",4,2,7,5,4,6,5
10523,"Distrikt 1","female",57,"ES-ISCED III",24,"4th decile",5,5,3,1,1,4,5
10524,"Distrikt 1","male",36,"ES-ISCED IV",30,"7th decile",5,5,5,5,7,4,3
10525,"Distrikt 1","female",60,"ES-ISCED IV",50,"4th decile",1,2,3,0,3,4,6
10526,"Distrikt 1","female",62,"ES-ISCED IV",45,"5th decile",7,7,3,4,5,6,5
10527,"Distrikt 1","female",27,NA,31,"8th decile",8,7,2,5,4,5,3
10528,"Distrikt 1","female",58,"ES-ISCED III",38,"4th decile",4,3,6,8,6,5,8
10529,"Distrikt 1","female",54,"ES-ISCED III",23,"3rd decile",6,6,2,7,7,3,4
10530,"Distrikt 1","female",55,"ES-ISCED III",37,"3rd decile",4,6,5,5,4,0,5
10531,"Distrikt 1","female",65,"ES-ISCED IV",25,"6th decile",6,4,3,6,2,6,7
10532,"Distrikt 1","female",51,"ES-ISCED IV",40,"6th decile",3,2,0,3,4,2,4
10533,"Distrikt 1","female",46,"ES-ISCED IV",47,"5th decile",5,4,7,2,3,3,5
10534,"Distrikt 1","female",58,"ES-ISCED V",27,"7th decile",6,6,4,7,5,5,3
10535,"Distrikt 1","female",55,"ES-ISCED IV",38,"6th decile",7,7,3,3,5,5,5
10536,"Distrikt 1","male",47,"ES-ISCED III",43,"6th decile",3,2,5,6,6,1,3
10537,"Distrikt 1","male",67,"ES-ISCED III",33,"8th decile",3,5,10,5,2,7,7
10538,"Distrikt 1","female",57,"ES-ISCED V",53,"6th decile",4,3,3,7,4,4,5
10539,"Distrikt 1","female",76,"ES-ISCED III",33,"4th decile",6,5,5,5,4,6,3
10540,"Distrikt 1","male",52,"ES-ISCED IV",31,"9th decile",4,5,7,8,5,4,4
10541,"Distrikt 1","female",51,"ES-ISCED V",33,"7th decile",NA,10,4,5,7,5,0
10542,"Distrikt 1","female",56,"ES-ISCED III",33,"4th decile",9,8,6,6,4,6,7
10543,"Distrikt 1","male",45,"ES-ISCED III",33,"5th decile",3,6,5,7,4,7,4
10544,"Distrikt 1","female",74,"ES-ISCED III",38,"3rd decile",6,2,6,6,7,4,6
10545,"Distrikt 1","female",22,NA,35,"7th decile",4,6,3,6,4,3,5
10546,"Distrikt 1","male",55,"ES-ISCED III",39,"6th decile",2,6,6,5,3,7,9
10547,"Distrikt 1","female",56,"ES-ISCED III",27,"6th decile",8,9,7,7,8,8,2
10548,"Distrikt 1","male",56,"ES-ISCED IV",21,"8th decile",5,5,2,6,3,9,8
10549,"Distrikt 1","female",46,"ES-ISCED IV",43,"6th decile",2,4,2,3,4,5,6
10550,"Distrikt 1","male",64,"ES-ISCED IV",40,"7th decile",5,5,5,8,7,5,8
10551,"Distrikt 1","male",46,"ES-ISCED V",41,"8th decile",5,4,2,3,3,4,7
10552,"Distrikt 1","female",38,"ES-ISCED IV",34,"4th decile",6,6,3,6,5,4,1
10553,"Distrikt 1","female",35,NA,26,"7th decile",7,7,1,2,6,3,6
10554,"Distrikt 1","male",69,"ES-ISCED III",29,"7th decile",3,4,4,5,6,8,5
10555,"Distrikt 1","female",57,"ES-ISCED IV",35,"6th decile",4,4,3,5,5,2,8
10556,"Distrikt 1","female",45,"ES-ISCED III",24,"5th decile",0,4,4,7,7,5,4
10557,"Distrikt 1","female",43,"ES-ISCED V",29,"6th decile",4,3,6,2,4,4,8
10558,"Distrikt 1","male",44,"ES-ISCED V",35,"8th decile",3,3,1,3,2,5,6
10559,"Distrikt 1","female",45,"ES-ISCED V",21,"6th decile",6,4,7,6,6,9,6
10560,"Distrikt 1","male",50,"ES-ISCED V",20,"10th decile",7,5,6,9,6,5,4
10561,"Distrikt 1","female",39,NA,35,"7th decile",7,8,2,6,4,7,6
10562,"Distrikt 1","female",45,"ES-ISCED V",26,"6th decile",7,7,6,4,6,7,4
10563,"Distrikt 1","male",35,"ES-ISCED V",31,"8th decile",3,3,4,4,5,4,3
10564,"Distrikt 1","male",58,"ES-ISCED III",25,"7th decile",8,7,4,5,2,6,2
10565,"Distrikt 1","male",42,"ES-ISCED IV",47,"7th decile",8,8,6,6,7,6,5
10566,"Distrikt 1","male",68,"ES-ISCED IV",30,"7th decile",4,4,1,3,1,6,4
10567,"Distrikt 1","female",69,"ES-ISCED IV",41,"4th decile",9,8,3,7,8,7,6
10568,"Distrikt 1","female",44,"ES-ISCED III",34,"3rd decile",2,4,7,5,5,9,4
10569,"Distrikt 1","female",74,"ES-ISCED II",31,"3rd decile",3,4,3,3,5,7,7
10570,"Distrikt 1","male",75,"ES-ISCED III",27,"7th decile",1,2,3,3,6,5,7
10571,"Distrikt 1","male",64,"ES-ISCED III",37,"7th decile",8,9,5,4,7,5,6
10572,"Distrikt 1","female",64,"ES-ISCED IV",32,"7th decile",4,4,5,4,6,8,5
10573,"Distrikt 1","female",47,"ES-ISCED IV",46,"5th decile",4,5,1,4,6,4,5
10574,"Distrikt 1","male",55,"ES-ISCED V",32,"9th decile",9,8,7,4,5,5,6
10575,"Distrikt 1","male",59,"ES-ISCED III",41,"6th decile",7,7,7,5,3,4,7
10576,"Distrikt 1","female",52,"ES-ISCED IV",37,"4th decile",3,2,8,5,6,2,7
